account_id,customer_id,account_type,balance
247,3893,Current,393754.5
248,4347,Savings,270905.79
249,400,Savings,475877.65
250,4175,Savings,143634.78
251,559,Savings,141640.92
252,2228,Savings,32873.32
253,3324,Current,446918.78
254,2785,Savings,343864.69
255,2705,Savings,261697.9
256,845,Current,258010.75
257,1780,Current,155836.85
258,2620,Current,253337.23
259,1615,Savings,312608.24
260,99,Savings,461165.02
261,4230,Current,191335.15
262,3665,Savings,244042.07
263,3693,Current,19009.76
264,4983,Savings,78229.1
265,3790,Savings,202994.43
266,4967,Savings,242382.69
267,843,Current,47611
268,2997,Current,212722.34
269,4239,Current,57298.55
270,4660,Current,413474.27
271,3158,Current,178767.68
272,4271,Savings,332333.8
273,1310,Current,33770.77
274,342,Current,432553.92
275,2727,Savings,188087.06
276,2094,Current,322168.29
277,549,Current,211569.03
278,3603,Savings,273170.73
279,2023,Current,475975.81
280,2028,Savings,141862.04
281,3178,Current,330069.62
282,773,Current,452805.35
283,3949,Current,280219.47
284,546,Current,270173.5
285,2193,Current,214450.74
286,3973,Savings,3145.93
287,1659,Savings,76660.83
288,4223,Current,103049.77
289,3785,Savings,240015.94
290,3148,Current,296670.96
291,1819,Current,159011.24
292,3040,Savings,83138.65
293,1031,Current,471750.52
294,3494,Savings,484172.13
295,37,Current,409274.03
296,63,Current,63405.76
297,66,Current,382997.34
298,1834,Savings,475115.39
299,3893,Current,228484.39
300,950,Savings,439531.05
301,4107,Current,70964.07
302,1051,Current,326584.14
303,3195,Savings,1547.26
304,4937,Savings,5301.45
305,680,Savings,37518.5
306,1160,Current,71265.33
307,2419,Current,244941.05
308,425,Current,369690.83
309,3961,Current,492742.35
310,770,Current,467403.11
311,4749,Current,55059.88
312,2989,Current,175583.64
313,3267,Current,385062.95
314,3332,Current,21305.27
315,4993,Current,262483.57
316,1922,Savings,144498.46
317,2180,Savings,9715.24
318,3004,Savings,81576.96
319,2307,Savings,493220.36
320,3112,Current,98942.05
321,3760,Savings,478636.8
322,1494,Savings,419056.5
323,4747,Savings,380359.29
324,1998,Savings,229868.69
325,2965,Current,239642.14
326,1993,Current,25984.35
327,935,Current,246928.04
328,4807,Savings,42225.4
329,2694,Savings,372865.59
330,788,Savings,35552.16
331,1241,Current,5447.77
332,4129,Savings,68140.61
333,2857,Savings,335042.9
334,3840,Current,299338.81
335,4558,Savings,111107.87
336,2368,Savings,179720.16
337,732,Savings,54790.68
338,4674,Current,236524.84
339,748,Current,192817.55
340,4140,Current,492490.64
341,3174,Current,339710.56
342,1967,Savings,12449.93
343,1702,Savings,471263.21
344,4054,Savings,408826.11
345,3340,Current,183068.71
346,4248,Savings,155878.59
347,4414,Current,132670.95
348,4852,Savings,494262.14
349,4081,Savings,145759.03
350,323,Savings,344913.84
351,1158,Savings,273506.07
352,407,Savings,152792.91
353,3089,Savings,160495.14
354,4827,Savings,280179.69
355,2769,Current,105027.27
356,1174,Current,438828.41
357,3283,Savings,365086.94
358,1624,Savings,160813.86
359,3448,Savings,191313.32
360,1645,Savings,45615.17
361,477,Savings,361468.57
362,4828,Savings,263635.36
363,4876,Savings,33917.28
364,3633,Savings,363832.1
365,2538,Savings,87571.6
366,1890,Current,349811.14
367,2283,Savings,168216.35
368,4917,Savings,312871.66
369,415,Savings,25635.1
370,2151,Savings,317045.25
371,3418,Current,45171.71
372,3421,Current,86026.45
373,203,Savings,71024.93
374,1124,Current,260436.49
375,2858,Current,390125.09
376,2101,Current,423555.29
377,2847,Savings,37751.42
378,724,Savings,489759.61
379,4494,Savings,337497.25
380,2004,Savings,431146.96
381,3545,Current,465004.42
382,4954,Current,309748.2
383,2378,Savings,48237.58
384,4789,Savings,373751.02
385,1147,Current,303595.66
386,3887,Current,366989.82
387,2917,Savings,378976.59
388,851,Current,406334.95
389,3500,Current,345349.48
390,806,Current,239879.4
391,1027,Savings,205174.35
392,1935,Current,272828.73
393,2929,Savings,44803.01
394,3249,Savings,230485.23
395,3290,Savings,296470.14
396,1508,Current,216695.44
397,3637,Savings,285368.11
398,1596,Current,322147.1
399,702,Current,494765.74
400,2662,Savings,94443.39
401,4934,Savings,232435.98
402,4758,Savings,404403.32
403,4634,Savings,68653.95
404,2797,Current,240655.85
405,1248,Current,162035.32
406,4942,Current,190710.78
407,205,Savings,456155.34
408,3026,Savings,159226.8
409,594,Current,63274.43
410,3612,Savings,446078.87
411,3175,Current,241940.13
412,4774,Savings,286256.93
413,1140,Current,433833.88
414,2875,Savings,267657.22
415,3616,Savings,324495.29
416,2527,Current,20649.52
417,2958,Savings,3177.04
418,4944,Savings,131683.24
419,4870,Savings,261903.65
420,3664,Current,175440.8
421,3794,Savings,313603.22
422,137,Savings,295235.65
423,148,Savings,51736
424,1229,Current,317176.43
425,523,Current,417970.97
426,296,Current,138343.29
427,4683,Savings,201348.59
428,4922,Current,75468.2
429,1485,Savings,114303.9
430,1549,Current,302759.32
431,976,Savings,192836.45
432,343,Savings,391447.06
433,4084,Savings,10886.67
434,1115,Current,392962.69
435,3154,Current,70307.52
436,4704,Current,182376.54
437,3847,Current,497077.02
438,2676,Current,442180.66
439,754,Current,153232.69
440,4896,Current,450744.44
441,4064,Current,25800.15
442,3117,Current,394703.93
443,2965,Current,127322.86
444,3053,Savings,127938.58
445,538,Current,191027.8
446,3516,Current,177613.98
447,4212,Savings,333462.29
448,2193,Savings,393487.9
449,4601,Savings,331013.88
450,2894,Current,315360.55
451,3412,Current,108701.32
452,3209,Current,259275.01
453,1969,Savings,15619.97
454,3775,Current,183094.38
455,3859,Savings,462231.52
456,4989,Current,122607.89
457,3347,Savings,328786.72
458,2063,Current,122683.67
459,3528,Current,433393.77
460,260,Current,12865.82
461,2504,Current,400055.22
462,2959,Savings,298344.47
463,4359,Current,201045.62
464,1354,Savings,26517.18
465,1615,Current,86935.45
466,4944,Savings,284005.13
467,3830,Current,114410.99
468,4015,Savings,422423.63
469,4836,Current,135550.9
470,2830,Savings,121602.87
471,235,Savings,211433.35
472,2745,Current,55859.4
473,315,Savings,344874.7
474,40,Current,496236.13
475,190,Savings,479751.3
476,772,Current,105649.14
477,1860,Savings,70495.32
478,3802,Current,386117.57
479,1905,Savings,375547.8
480,2709,Savings,40256.01
481,824,Savings,71975.88
482,2889,Savings,138110.84
483,1367,Current,179626.89
484,3775,Current,75344.58
485,3557,Current,453149.23
486,2818,Savings,346258.46
487,4290,Current,248459.18
488,4330,Savings,277449.6
489,2868,Current,146985.25
490,658,Current,316328.45
491,3534,Savings,399294.98
492,663,Savings,162765.29
493,643,Current,333115.54
494,2494,Current,414569.87
495,2562,Savings,344630.25
496,257,Current,68720.52
497,1528,Savings,208450.83
498,1637,Savings,221688.67
499,3157,Savings,498846.06
500,1151,Savings,334232.57
501,3897,Current,481698.03
502,1367,Current,129406.73
503,832,Savings,376875.46
504,236,Current,263333.81
505,4188,Current,196735.23
506,116,Savings,212524.32
507,1918,Savings,302150.17
508,3535,Savings,11068.63
509,1925,Current,474960.37
510,3571,Current,470571.43
511,2546,Current,17210.57
512,2703,Savings,458924.96
513,1025,Current,220915.89
514,819,Savings,476181.86
515,1764,Current,391040.67
516,4351,Savings,154979.66
517,2820,Savings,329127.78
518,1248,Savings,73479.59
519,4980,Savings,200968.19
520,3001,Savings,429651.49
521,1186,Savings,392931.22
522,1946,Savings,123911.93
523,1086,Current,181544.13
524,3040,Current,189919.77
525,1514,Savings,55989.36
526,2714,Current,295644.57
527,2337,Current,97847.17
528,697,Savings,323801.48
529,2038,Current,441583.27
530,3052,Savings,457760.4
531,693,Savings,343152.32
532,1285,Current,242338.42
533,879,Current,8884.03
534,1205,Savings,474413.15
535,3832,Savings,195523.6
536,2784,Savings,454941.28
537,1751,Savings,255107.58
538,3501,Savings,342968.86
539,684,Savings,365845.98
540,4008,Savings,410228.37
541,1275,Savings,49877.16
542,4506,Savings,199138.04
543,619,Current,221884.14
544,3773,Current,389229.01
545,934,Savings,180133.44
546,4628,Current,244174.62
547,3622,Current,173782.29
548,4874,Savings,187206.89
549,1610,Savings,127893.47
550,2604,Savings,6165.79
551,1455,Savings,66335.14
552,3091,Savings,280670.2
553,4547,Savings,443640.12
554,2537,Current,440368.38
555,1394,Current,251996.46
556,3708,Current,24568.22
557,390,Current,5245.9
558,1686,Current,204635.39
559,3763,Current,149501.12
560,564,Savings,120806.71
561,3474,Savings,23282.1
562,1996,Savings,223757.2
563,588,Savings,435802.42
564,2569,Savings,122598.5
565,2301,Current,30993.11
566,4469,Current,80681.86
567,24,Savings,118275.68
568,4481,Savings,181469.36
569,1934,Savings,16731.61
570,4508,Savings,342885.52
571,630,Current,261962.97
572,3368,Savings,208252.63
573,75,Savings,269198.04
574,705,Current,495188.22
575,3117,Savings,233462.46
576,4181,Current,324360.01
577,3510,Current,92909.44
578,351,Savings,177440.51
579,662,Current,349675.94
580,817,Savings,483295.28
581,73,Current,57955.81
582,1978,Current,280753.68
583,226,Current,52995.58
584,1776,Current,4203.46
585,3042,Savings,382609.16
586,4786,Savings,311485.67
587,2490,Current,130511.31
588,2977,Current,303148.45
589,1162,Current,172714.46
590,3191,Savings,300419.87
591,3716,Current,249759.63
592,1936,Current,223627.47
593,953,Current,375291.69
594,3487,Savings,292742.5
595,3284,Savings,68101.53
596,3291,Current,461909.64
597,3610,Savings,470037.86
598,3050,Current,247715.02
599,3759,Savings,98602.99
600,4299,Current,373972.42
601,382,Savings,364989.87
602,1782,Current,333941.22
603,564,Current,149262.57
604,3203,Current,88778.47
605,3476,Savings,364033.1
606,7,Current,475762.61
607,905,Savings,402962.47
608,3409,Savings,342414.71
609,1427,Savings,187922.04
610,2421,Savings,57234.63
611,3251,Current,104397.26
612,3406,Current,240119.71
613,2051,Current,157283.67
614,4413,Current,296984.46
615,3958,Savings,109008.86
616,4516,Savings,2491.97
617,2280,Savings,243724.25
618,4943,Savings,201380.71
619,1860,Savings,382988.41
620,4724,Savings,373663.17
621,1188,Savings,330999
622,1374,Current,467586.05
623,3141,Current,299556.75
624,2296,Savings,22796.82
625,2165,Savings,189183.07
626,1190,Savings,41896.05
627,3701,Savings,65012.96
628,1286,Current,240427.31
629,4249,Savings,11190.7
630,4395,Savings,223728.66
631,4780,Current,326349.81
632,3936,Current,338895.45
633,4308,Current,416482.75
634,3909,Current,291236.01
635,3677,Savings,158546.19
636,1105,Savings,245675.93
637,905,Current,273596.35
638,3353,Current,493934.53
639,2916,Savings,276893.08
640,4379,Savings,497455.54
641,78,Current,39407.77
642,1731,Current,203784.76
643,1993,Savings,496583.56
644,1640,Savings,84913.32
645,3777,Current,416568.72
646,3676,Savings,372678.36
647,3395,Savings,209857.65
648,2500,Current,109741.38
649,4593,Savings,45251.3
650,1731,Savings,196589.97
651,1366,Savings,57800.5
652,1698,Savings,250295.95
653,3490,Current,174681.45
654,1407,Savings,195119.72
655,1594,Current,460540.68
656,1984,Savings,235633.02
657,4317,Current,134612.68
658,301,Savings,155925.67
659,4933,Savings,122093.63
660,1339,Current,375117.81
661,3044,Current,252257.55
662,2800,Current,451998.88
663,1921,Savings,77421.15
664,2282,Savings,302274.56
665,1263,Savings,455477.25
666,2802,Savings,219534.74
667,2231,Savings,416979.8
668,1510,Current,279268.08
669,547,Current,416203.64
670,3449,Savings,452397.22
671,871,Savings,353627.54
672,3325,Savings,61635.63
673,4441,Current,117402.21
674,4901,Current,179645.74
675,801,Savings,361940.62
676,4546,Current,159851.18
677,769,Current,195416.29
678,432,Savings,5329.8
679,3853,Current,261136.9
680,2767,Savings,325655.48
681,3512,Current,181818.87
682,4746,Current,68670.07
683,2274,Savings,281639.27
684,4960,Savings,351606.48
685,3776,Current,318389.53
686,1542,Current,325774.39
687,762,Current,200829.58
688,528,Savings,438795.06
689,1768,Current,96862.63
690,3513,Current,15362.64
691,1115,Savings,239932.08
692,1855,Current,487335.86
693,1477,Current,67169.46
694,1407,Savings,367752.67
695,2215,Savings,344484.37
696,4303,Savings,405568.44
697,503,Current,337180.97
698,2013,Savings,367026.3
699,3555,Current,154962.03
700,119,Savings,445888.48
701,819,Current,145804.45
702,1378,Current,380628.84
703,4529,Current,78495.37
704,253,Savings,346870.5
705,2005,Current,4654.11
706,4923,Current,220169.91
707,2876,Savings,59889.65
708,4217,Current,329027.63
709,2756,Current,494857
710,67,Current,52422.03
711,4055,Current,97010.35
712,4417,Savings,448730.18
713,3830,Savings,160639.58
714,1100,Current,419546.58
715,765,Savings,254776.86
716,1468,Current,430178.88
717,579,Savings,321859.13
718,2608,Current,160442.96
719,2189,Savings,374925.12
720,4864,Savings,18581.09
721,1430,Savings,240662.17
722,3127,Current,291959.92
723,3469,Savings,387908.5
724,4669,Current,117630.09
725,4402,Current,47541.99
726,2049,Savings,417547.4
727,4439,Savings,304806.07
728,134,Savings,391937.38
729,2504,Savings,140940.9
730,1219,Current,2098.1
731,3479,Savings,256681.26
732,1539,Current,205645.64
733,1652,Current,337598.36
734,4414,Savings,476183.72
735,2109,Savings,236847.27
736,840,Current,218653.82
737,2085,Savings,254357.44
738,2966,Current,88688.21
739,2041,Savings,192475.8
740,1095,Current,172419.18
741,3685,Current,102897.01
742,178,Current,82381.52
743,4583,Current,304780.52
744,3929,Savings,125120.6
745,3498,Current,142406.24
746,1717,Current,300868.92
747,3853,Current,164740.52
748,2119,Current,63175.8
749,4502,Savings,3260.58
750,4849,Current,137710.39
751,4510,Current,106921
752,2251,Current,370046.37
753,3293,Current,258656.06
754,3553,Current,225536.97
755,4415,Current,229035.59
756,3348,Savings,229330.46
757,183,Current,292536.79
758,697,Current,310991.51
759,673,Savings,14132.12
760,1761,Current,398262.75
761,3671,Savings,169024.45
762,3936,Current,209996.83
763,2669,Savings,326657
764,628,Current,471897.71
765,786,Current,246206
766,2397,Current,281924.59
767,1481,Savings,142759.21
768,1700,Current,305737.44
769,3564,Current,10304.63
770,2280,Current,379974.92
771,137,Current,390988.38
772,3347,Savings,242751.8
773,2547,Savings,68721.5
774,2166,Savings,397906.99
775,3561,Savings,236342.8
776,4400,Savings,449854.82
777,3652,Savings,151030.7
778,273,Savings,165888.76
779,1972,Current,435775.35
780,4019,Current,372539.52
781,3084,Current,257566.96
782,585,Current,380534.98
783,2043,Current,286912.15
784,3336,Savings,335915.42
785,1605,Current,256562.31
786,1809,Savings,360325.12
787,693,Savings,385120.46
788,1158,Current,275086.47
789,3092,Current,42945.52
790,1708,Savings,379786.92
791,4127,Current,74567.44
792,4012,Current,175788.79
793,3081,Current,25337.55
794,1772,Current,164446.4
795,1202,Savings,472731.88
796,3461,Savings,127610.99
797,2305,Savings,314805.14
798,2115,Current,254826.35
799,4897,Current,373857.01
800,2004,Savings,53370.85
801,590,Savings,98891.95
802,3038,Current,340134.14
803,728,Current,357318.14
804,392,Current,441514.87
805,1017,Current,151425.12
806,2928,Current,231313.86
807,3507,Savings,337925.82
808,1114,Current,123256.49
809,3215,Current,269553.2
810,338,Current,407044.94
811,2171,Current,483128.05
812,3067,Current,342385.03
813,1962,Current,419816.09
814,2739,Savings,294129.15
815,1559,Current,375202.38
816,2079,Savings,481189.23
817,1967,Current,195257.41
818,3440,Current,141414.88
819,2173,Savings,12241.17
820,3933,Current,234155.7
821,660,Current,298789.63
822,2874,Savings,149725.74
823,623,Current,377436.17
824,1702,Savings,30638.09
825,4820,Savings,394594.41
826,382,Current,369498.94
827,3351,Current,199815.57
828,4148,Savings,121841.91
829,2380,Current,172359.23
830,4304,Current,327692.37
831,3463,Current,123754.9
832,1477,Savings,432594.68
833,1067,Current,215488.81
834,262,Savings,430988.77
835,302,Current,233741.11
836,4675,Savings,35999.65
837,2012,Current,292872.24
838,2963,Current,39820.52
839,4916,Current,416940.49
840,659,Savings,274261.67
841,2608,Savings,374689.01
842,3669,Current,201494.72
843,627,Current,365352.95
844,3854,Current,213100.06
845,762,Current,256049.74
846,1,Current,360553.05
847,4781,Current,200547.75
848,3141,Savings,354376.73
849,130,Current,356295.38
850,3022,Current,172203.63
851,4919,Current,9371.16
852,556,Current,359446.2
853,1907,Savings,2800.84
854,1479,Savings,248693.42
855,2342,Savings,158457.32
856,3942,Savings,311947.72
857,3460,Savings,457398.26
858,550,Current,28342.78
859,551,Savings,437959.63
860,4358,Current,188672.12
861,2526,Current,154456.64
862,1996,Savings,276329.88
863,740,Current,227437.69
864,4099,Current,84662.15
865,3730,Current,432507.26
866,1051,Savings,94800.82
867,4962,Current,141730.97
868,137,Savings,458245.63
869,1851,Current,322924.71
870,2928,Savings,269098.01
871,3329,Current,155736.8
872,4071,Current,151920.72
873,1670,Savings,484717.88
874,3003,Savings,253235.78
875,1540,Savings,71535.77
876,4212,Current,98602.09
877,3428,Current,267721.35
878,644,Current,105808.66
879,4320,Current,319210.03
880,975,Current,275638.29
881,2686,Current,438535.35
882,475,Current,353235.03
883,623,Savings,485591.68
884,4539,Current,165815.75
885,4251,Savings,189018.11
886,2828,Savings,108350.96
887,1684,Savings,294210.74
888,2549,Savings,274318.09
889,337,Savings,496383.51
890,4366,Savings,409743
891,3156,Savings,130298.74
892,4971,Savings,156566.62
893,1287,Savings,344879.56
894,3031,Current,372536.84
895,1984,Savings,420367.83
896,833,Savings,32593.79
897,2576,Savings,236618.77
898,1583,Current,46248.28
899,714,Current,362140.81
900,722,Savings,125479.83
901,2723,Current,181859.16
902,443,Savings,161043.16
903,320,Savings,30384.14
904,2518,Current,6121.11
905,3613,Savings,336187.6
906,818,Savings,308702.81
907,3337,Current,307341.78
908,2483,Current,160563.57
909,3333,Current,119453.06
910,2503,Current,493988.71
911,2487,Savings,391759.64
912,1506,Savings,71538.18
913,4899,Current,171280.36
914,452,Current,154086.23
915,673,Savings,12431.01
916,858,Current,491118.98
917,3118,Savings,9617.41
918,4313,Savings,80858.61
919,2049,Savings,400230.84
920,1012,Current,268238.07
921,3420,Savings,76820.54
922,686,Current,178563.98
923,3295,Savings,325541.36
924,3122,Current,477347.13
925,250,Savings,316082.17
926,4068,Savings,373131.9
927,92,Current,284782.83
928,1140,Current,246646.03
929,1087,Current,25529
930,1649,Savings,73737.86
931,382,Current,456521.63
932,2190,Current,308226.61
933,1056,Current,402725.67
934,4559,Current,469698.53
935,1186,Current,45097.78
936,2742,Savings,450582.82
937,367,Current,338768.82
938,4193,Savings,353542.02
939,1208,Current,8951.86
940,3114,Savings,144730.03
941,235,Savings,395856.16
942,1491,Current,7384.07
943,2938,Current,443318.03
944,2159,Current,477355.05
945,3270,Current,21787.37
946,4748,Savings,129330.65
947,684,Current,218390.14
948,2127,Savings,18603.3
949,3187,Current,313875.49
950,2904,Current,402824.31
951,1807,Current,265890.72
952,4182,Current,364274.62
953,3121,Current,213358.41
954,1947,Savings,103795.79
955,430,Current,323930.01
956,1131,Savings,442475.72
957,801,Savings,278450.27
958,75,Current,241515.21
959,4827,Current,333039.16
960,3664,Savings,377079
961,127,Savings,254960.93
962,1699,Current,61505.35
963,2101,Current,365196.48
964,4589,Savings,475418.47
965,4666,Current,154711.82
966,4827,Savings,130548.13
967,4616,Savings,478559.55
968,1912,Current,220809.38
969,4595,Savings,294673.45
970,762,Current,237641.83
971,462,Current,364627.71
972,1033,Current,247218.77
973,4560,Current,432401.2
974,4236,Current,407531.55
975,4332,Current,417521.86
976,2718,Current,344694.51
977,1223,Savings,184412.42
978,4382,Savings,436446.17
979,1302,Savings,358735.17
980,14,Savings,263944.22
981,1264,Savings,187384.79
982,342,Current,449240.61
983,4213,Current,214119.86
984,2442,Current,242994.28
985,3355,Current,251688.53
986,3271,Current,162649.94
987,4520,Savings,240335.37
988,2203,Current,287691.53
989,4710,Current,168026.75
990,651,Savings,179349.69
991,1644,Savings,468876.51
992,2641,Current,342155.86
993,2702,Savings,461959.12
994,4003,Current,269187.07
995,3747,Current,44405.81
996,528,Current,485395.51
997,3161,Savings,214842.64
998,2648,Savings,419676.2
999,966,Current,212775.99
1000,2742,Savings,134842.19
1001,3329,Current,393778.05
1002,590,Current,389546.22
1003,3571,Current,443473.57
1004,3304,Current,265164.82
1005,3497,Savings,467747.29
1006,66,Savings,283296.54
1007,1693,Current,368462.59
1008,1505,Savings,417700.05
1009,3245,Savings,418724.68
1010,704,Current,288227.99
1011,1272,Savings,461060.41
1012,1185,Savings,262638.44
1013,4436,Savings,153349.52
1014,4917,Savings,240319.08
1015,3361,Savings,284295.08
1016,4260,Current,218511.07
1017,404,Savings,402427.73
1018,4147,Savings,138022.56
1019,1672,Savings,455084.68
1020,4535,Savings,36922.74
1021,2734,Savings,219878.15
1022,1983,Current,397485.7
1023,4318,Current,200722.32
1024,3982,Savings,464343.4
1025,2674,Current,137010.25
1026,130,Current,123279.15
1027,1264,Current,21410.55
1028,3584,Current,428040.24
1029,3301,Savings,248390.53
1030,394,Current,374944.01
1031,3237,Current,312401.39
1032,516,Savings,300051.1
1033,1255,Current,204975.24
1034,1258,Current,369193.64
1035,1399,Savings,439859.99
1036,2928,Current,361604.78
1037,1782,Savings,430586.79
1038,4073,Current,170751.87
1039,2622,Savings,45581.07
1040,1301,Current,92014.11
1041,2129,Savings,471254.13
1042,3038,Current,239368.56
1043,4195,Current,144997.11
1044,3240,Savings,223459.7
1045,4994,Savings,415763.57
1046,2814,Savings,333485.57
1047,4609,Savings,303967.79
1048,530,Current,242153.97
1049,3034,Savings,77435.19
1050,2272,Current,48892.69
